,text,onset,offset
885,il,275.4,275.63
886,l',275.63,275.65
887,avait,275.65,275.89
888,posée,275.89,276.29
889,,276.29,277.24
890,ton,277.24,277.4
891,coucher,277.4,277.66
892,de,277.66,277.74
893,soleil,277.74,278.21
894,tu,278.21,278.33
895,l',278.33,278.38
896,auras,278.38,278.75
897,,278.75,279.05
898,je,279.05,279.19
899,l',279.19,279.27
900,exigerai,279.27,279.89
901,,279.89,280.47
902,mais,280.47,280.64
903,j',280.64,280.72
904,attendrai,280.72,281.29
905,dans,281.29,281.47
906,ma,281.47,281.62
907,science,281.62,281.98
908,du,281.98,282.1
909,gouvernement,282.1,282.79
910,,282.79,283.02
911,que,283.02,283.13
912,les,283.13,283.24
913,conditions,283.24,283.79
914,soient,283.79,283.97
915,favorables,283.97,284.68
916,,284.68,285.87
917,quand,285.87,286.07
918,ça,286.07,286.23
919,sera,286.23,286.52
920,-t,286.52,286.62
921,-il,286.62,286.97
922,,286.97,287.34
923,s',287.34,287.48
924,informa,287.48,287.86
925,le,287.86,287.97
926,petit,287.97,288.26
927,prince,288.26,288.81
928,,288.81,289.6
929,hem,289.6,289.77
930,,289.77,289.97
931,hem,289.97,290.13
932,,290.13,290.55
933,lui,290.55,290.75
934,répondit,290.75,291.2
935,le,291.2,291.29
936,roi,291.29,291.59
937,,291.59,291.86
938,qui,291.86,292.01
939,consulta,292.01,292.57
940,d',292.57,292.63
941,abord,292.63,293.05
942,un,293.05,293.2
943,gros,293.2,293.5
944,calendrier,293.5,294.22
945,,294.22,294.93
946,hem,294.93,295.17
947,,295.17,295.32
948,hem,295.32,295.53
949,,295.53,296.15
950,ce,296.15,296.45
951,sera,296.45,296.8
952,vers,296.8,297.66
953,,297.66,298.17
954,vers,298.17,298.9
955,ce,298.9,299.15
956,sera,299.15,299.51
957,ce,299.51,299.63
958,soir,299.63,300.07
959,vers,300.07,300.24
960,sept,300.24,300.49
961,heures,300.49,300.59
962,quarante,300.59,301.11
963,,301.11,301.54
964,et,301.54,301.59
965,tu,301.59,301.75
966,verras,301.75,302.03
967,comme,302.03,302.19
968,je,302.19,302.29
969,suis,302.29,302.54
970,bien,302.54,302.8
971,obéi,302.8,303.23
972,,303.23,304.39
973,le,304.39,304.58
974,petit,304.58,304.87
975,prince,304.87,305.3
976,bâilla,305.3,305.71
977,,305.71,306.29
978,il,306.29,306.47
979,regrettait,306.47,306.99
980,son,306.99,307.17
981,coucher,307.17,307.49
982,de,307.49,307.61
983,soleil,307.61,307.98
984,manqué,307.98,308.48
985,,308.48,309.15
986,et,309.15,309.29
987,puis,309.29,309.6
988,il,309.6,309.65
989,s',309.65,309.78
990,ennuyait,309.78,310.12
991,déjà,310.12,310.44
992,un,310.44,310.57
993,peu,310.57,310.75
994,,310.75,311.85
995,je,311.85,311.97
996,,311.97,312.01
997,n',312.01,312.05
998,ai,312.05,312.13
999,plus,312.13,312.24
1000,rien,312.24,312.56
1001,à,312.56,312.59
1002,faire,312.59,312.75
1003,ici,312.75,313.16
1004,,313.16,313.4
1005,dit,313.4,313.64
1006,-il,313.64,313.78
1007,au,313.78,313.85
1008,roi,313.85,314.15
1009,,314.15,314.66
1010,je,314.66,314.84
1011,vais,314.84,314.93
1012,repartir,314.93,315.69
1013,,315.69,316.36
1014,ne,316.36,316.64
1015,pars,316.64,316.89
1016,pas,316.89,317.15
1017,,317.15,317.47
1018,répondit,317.47,317.9
1019,le,317.9,318.03
1020,roi,318.03,318.3
1021,qui,318.3,318.5
1022,était,318.5,318.75
1023,si,318.75,319.05
1024,fier,319.05,319.52
1025,d',319.52,319.59
1026,avoir,319.59,319.86
1027,un,319.86,319.94
1028,sujet,319.94,320.37
1029,,320.37,321.01
1030,ne,321.01,321.17
1031,pars,321.17,321.37
1032,pas,321.37,321.54
1033,je,321.54,321.68
1034,te,321.68,321.8
1035,fais,321.8,321.95
1036,ministre,321.95,322.56
1037,,322.56,323.31
1038,ministre,323.31,323.85
1039,de,323.85,323.99
1040,quoi,323.99,324.24
1041,,324.24,325.08
1042,de,325.08,325.2
1043,,325.2,325.54
1044,de,325.54,325.88
1045,,325.88,326.11
1046,la,326.11,326.21
1047,justice,326.21,326.84
1048,,326.84,327.78
1049,mais,327.78,328.02
1050,,328.02,328.12
1051,il,328.12,328.24
1052,n',328.24,328.29
1053,,328.29,328.35
1054,y,328.35,328.37
1055,a,328.37,328.46
1056,personne,328.46,328.81
1057,à,328.81,328.88
1058,juger,328.88,329.33
1059,,329.33,329.78
1060,,329.78,329.8
1061,,329.8,330.36902406148266
1062,on,330.36902406148266,330.4972756871062
1063,ne,330.4972756871062,330.6087988398223
1064,sait,330.6087988398223,330.82
1065,pas,330.82,331.06
1066,,331.06,331.31
1067,lui,331.31,331.51
1068,dit,331.51,331.63
1069,le,331.63,331.77
1070,roi,331.77,332.09
1071,,332.09,332.59
1072,je,332.59,332.75
1073,n',332.75,332.78
1074,ai,332.78,332.89
1075,pas,332.89,333.03
1076,fait,333.03,333.18
1077,encore,333.18,333.6
1078,le,333.6,333.71
1079,tour,333.71,333.92
1080,de,333.92,333.99
1081,mon,333.99,334.13
1082,royaume,334.13,334.71
1083,,334.71,335.0
1084,je,335.0,335.11
1085,suis,335.11,335.34
1086,très,335.34,335.64
1087,vieux,335.64,335.97
1088,,335.97,336.17
1089,je,336.17,336.32
1090,n',336.32,336.37
1091,ai,336.37,336.45
1092,pas,336.45,336.58
1093,de,336.58,336.7
1094,place,336.7,337.02
1095,pour,337.02,337.16
1096,un,337.16,337.23
1097,carrosse,337.23,337.8
1098,,337.8,338.15
1099,et,338.15,338.18
1100,ça,338.18,338.35
