,text,onset,offset
0,#,0.0,0.04500000000007276
1,but,0.04500000000007276,0.19000000000005457
2,it,0.19000000000005457,0.3000000000001819
3,happened,0.3000000000001819,0.7899999999999636
4,that,0.7899999999999636,0.9299999999998363
5,the,0.9299999999998363,1.0100000000002183
6,little,1.0100000000002183,1.2800000000002
7,prince,1.2800000000002,1.914299999999912
8,#,1.914299999999912,2.118800000000192
9,having,2.118800000000192,2.5338000000001557
10,walked,2.5338000000001557,2.9238000000000284
11,for,2.9238000000000284,3.213799999999992
12,a,3.213799999999992,3.3038000000001375
13,long,3.3038000000001375,3.493800000000192
14,time,3.493800000000192,3.8937999999998283
15,through,3.8937999999998283,4.093800000000101
16,the,4.093800000000101,4.183799999999792
17,sands,4.183799999999792,4.97380000000021
18,rocks,4.97380000000021,5.573800000000119
19,and,5.573800000000119,5.69380000000001
20,snow,5.69380000000001,6.16379999999981
21,at,6.16379999999981,6.933799999999792
22,last,6.933799999999792,7.403800000000047
23,came,7.403800000000047,7.633800000000065
24,across,7.633800000000065,7.983799999999974
25,a,7.983799999999974,8.07380000000012
26,road,8.07380000000012,8.421400000000176
27,#,8.421400000000176,8.90520000000015
28,and,8.90520000000015,9.440200000000004
29,all,9.440200000000004,9.700200000000223
30,roads,9.700200000000223,10.140199999999822
31,lead,10.140199999999822,10.390199999999822
32,to,10.390199999999822,10.50019999999995
33,the,10.50019999999995,10.590200000000095
34,dwellings,10.590200000000095,11.060199999999895
35,of,11.060199999999895,11.180199999999786
36,men,11.180199999999786,11.484100000000126
37,#,11.484100000000126,12.526699999999892
38,good,12.526699999999892,12.681700000000092
39,morning,12.681700000000092,13.166700000000219
40,#,13.166700000000219,13.391099999999824
41,he,13.391099999999824,13.47609999999986
42,said,13.47609999999986,13.871000000000095
43,#,13.871000000000095,14.389700000000175
44,it,14.389700000000175,14.524699999999939
45,was,14.524699999999939,14.664699999999812
46,a,14.664699999999812,14.714699999999993
47,garden,14.714699999999993,15.194700000000012
48,covered,15.194700000000012,15.534700000000157
49,in,15.534700000000157,15.604699999999866
50,roses,15.604699999999866,16.21419999999989
51,#,16.21419999999989,16.792899999999918
52,good,16.792899999999918,16.9378999999999
53,morning,16.9378999999999,17.482800000000225
54,#,17.482800000000225,17.797099999999773
55,said,17.797099999999773,18.022100000000137
56,the,18.022100000000137,18.16210000000001
57,roses,18.16210000000001,18.736899999999878
58,#,18.736899999999878,19.57490000000007
59,good,19.57490000000007,19.719900000000052
60,morning,19.719900000000052,20.239900000000034
61,#,20.239900000000034,21.072900000000118
62,good,21.072900000000118,21.1878999999999
63,morning,21.1878999999999,21.727899999999863
64,#,21.727899999999863,22.41130000000021
65,good,22.41130000000021,22.6262999999999
66,morning,22.6262999999999,23.02619999999979
67,#,23.02619999999979,24.627500000000055
68,the,24.627500000000055,24.702499999999873
69,little,24.702499999999873,24.952499999999873
70,prince,24.952499999999873,25.452499999999873
