,text,onset,offset
0,sil,0.0,0.1317244749143329
1,第四,0.1317244749143329,0.48585166487331743
2,个,0.48585166487331743,0.5727130510896721
3,行星,0.5727130510896721,1.064430839002283
4,sil,1.064430839002283,1.2876490761012067
5,是,1.2876490761012067,1.4780759612678305
6,一,1.4780759612678305,1.5615965249374024
7,个,1.5615965249374024,1.6685028464344542
8,实业家,1.6685028464344542,2.2731917274021542
9,的,2.2731917274021542,2.3800980488992063
10,星球,2.3800980488992063,2.8411315603552425
11,sil,2.8411315603552425,3.412391965013724
12,这,3.412391965013724,3.5660698021657358
13,个,3.5660698021657358,3.6495903658353077
14,人,3.6495903658353077,3.824430839002283
15,sil,3.824430839002283,4.0484308390022825
16,忙,4.0484308390022825,4.21084855369483
17,得,4.21084855369483,4.288430839002283
18,不可开交,4.288430839002283,4.928430839002283
19,sil,4.928430839002283,5.4839966690565465
20,小王子,5.4839966690565465,5.91830360013832
21,到来,5.91830360013832,6.20895516170843
22,的,6.20895516170843,6.292475725378002
23,时候,6.292475725378002,6.664430839002284
24,sil,6.664430839002284,6.943936122000662
25,他,6.943936122000662,7.0654423794739625
26,甚至,7.0654423794739625,7.382820521418336
27,连,7.382820521418336,7.539839181117131
28,头,7.539839181117131,7.800423339766194
29,都,7.800423339766194,7.897307193622898
30,没有,7.897307193622898,8.111119836617002
31,抬,8.111119836617002,8.304887544330409
32,一,8.304887544330409,8.39843057564033
33,下,8.39843057564033,8.595539105900517
34,sil,8.595539105900517,9.199532464492332
35,小王子,9.199532464492332,9.656430839002283
36,对,9.656430839002283,9.750768184711506
37,他,9.750768184711506,9.91780931205065
38,说,9.91780931205065,10.120430839002283
39,sil,10.120430839002283,10.786423174214196
40,您,10.786423174214196,10.943441833912992
41,好,10.943441833912992,11.224430839002283
42,sil,11.224430839002283,11.804041604337241
43,您,11.804041604337241,12.088011520813787
44,的,12.088011520813787,12.392430839002282
45,sil,12.392430839002282,12.539022564629473
46,烟卷,12.539022564629473,12.886468109494892
47,灭,12.886468109494892,13.157074735784304
48,了,13.157074735784304,13.336791032360829
49,sil,13.336791032360829,14.41921753751848
50,三,14.41921753751848,14.602962777591538
51,加,14.602962777591538,14.729914034369285
52,二,14.729914034369285,14.947067499910172
53,等于,14.947067499910172,15.237719061480282
54,五,15.237719061480282,15.458213349567952
55,sil,15.458213349567952,15.800430839002283
56,五,15.800430839002283,15.95831883190453
57,加,15.95831883190453,16.138723249430804
58,七,16.138723249430804,16.309105199316733
59,等于,16.309105199316733,16.532940309951183
60,十二,16.532940309951183,16.846977629348775
61,sil,16.846977629348775,17.29464785061768
62,十二,17.29464785061768,17.632093461579384
63,加,17.632093461579384,17.799134588918527
64,三,17.799134588918527,17.972857361351235
65,等于,17.972857361351235,18.213396584719604
66,十五,18.213396584719604,18.656430839002283
67,sil,18.656430839002283,19.15100809288121
68,你,19.15100809288121,19.328071687860703
69,好,19.328071687860703,19.496430839002283
70,sil,19.496430839002283,19.74233368366178
71,十五,19.74233368366178,20.15993650200964
72,加,20.15993650200964,20.340340919535915
73,七,20.340340919535915,20.584430839002284
74,sil,20.584430839002284,20.841749905021686
75,二十二,20.841749905021686,21.296430839002284
76,sil,21.296430839002284,21.82395173377585
77,二十二,21.82395173377585,22.271621955044754
78,加,22.271621955044754,22.468730485304945
79,六,22.468730485304945,22.624430839002283
80,sil,22.624430839002283,22.904430839002284
81,二十八,22.904430839002284,23.328430839002284
82,sil,23.328430839002284,23.800430839002285
83,没有,23.800430839002285,24.178123859015532
84,时间,24.178123859015532,24.544430839002285
85,sil,24.544430839002285,24.893059884027068
86,再,24.893059884027068,25.04171982149823
87,去,25.04171982149823,25.168430839002284
88,点,25.168430839002284,25.29896315760051
89,着,25.29896315760051,25.50609415550105
90,它,25.50609415550105,25.67981692793376
91,sil,25.67981692793376,26.247756760886848
92,二十六,26.247756760886848,26.869149754588463
93,加,26.869149754588463,27.0963256877697
94,五,27.0963256877697,27.256430839002284
95,sil,27.256430839002284,27.397465061571282
96,三十一,27.397465061571282,27.928430839002285
97,sil,27.928430839002285,28.192580827705605
98,哎哟,28.192580827705605,28.553389662758157
99,sil,28.553389662758157,28.910857675263923
100,一共,28.910857675263923,29.385254476907093
101,是,29.385254476907093,29.752430839002283
102,sil,29.752430839002283,30.200430839002284
103,五亿一百六十二万二千七百三十一,30.200430839002284,33.79243083900228
104,sil,33.79243083900228,34.67610177138416
105,五亿,34.67610177138416,35.23067831415012
106,什么,35.23067831415012,35.66164442268511
107,呀,35.66164442268511,35.90886529114704
108,sil,35.90886529114704,36.53693992994222
109,嗯,36.53693992994222,36.84801190082276
110,sil,36.84801190082276,37.49279065235185
111,你,37.49279065235185,37.68655836006526
112,还,37.68655836006526,38.013958969649984
113,待,38.013958969649984,38.19102256462948
114,在,38.19102256462948,38.30126970867331
115,这儿,38.30126970867331,38.45494754582532
116,呐,38.45494754582532,38.616430839002284
117,sil,38.616430839002284,39.21424419310936
118,五亿一百万,39.21424419310936,40.24843083900228
119,sil,40.24843083900228,40.99824343309141
120,我,40.99824343309141,41.302258284848655
121,也,41.302258284848655,41.46261776709423
122,不,41.46261776709423,41.55660346089796
123,知道,41.55660346089796,41.750371168611366
124,是,41.750371168611366,41.86395913520199
125,什么,41.86395913520199,42.04436355272826
126,了,42.04436355272826,42.16043083900228
127,sil,42.16043083900228,42.56219104747961
128,我,42.56219104747961,42.742595465005884
129,的,42.742595465005884,42.83279767376902
130,工作,42.83279767376902,43.04326949421634
131,很,43.04326949421634,43.130130880432695
132,多,43.130130880432695,43.34060270088002
133,sil,43.34060270088002,43.62571982149822
134,我,43.62571982149822,43.85289575467946
135,是,43.85289575467946,43.959802076176516
136,很,43.959802076176516,44.07673086531391
137,严肃,44.07673086531391,44.39410900725829
138,的,44.39410900725829,44.512430839002285
139,sil,44.512430839002285,45.008820355866334
140,我,45.008820355866334,45.20926970867331
141,可是,45.20926970867331,45.506602915336984
142,从来,45.506602915336984,45.88411586312345
143,没有,45.88411586312345,46.15407908928683
144,功夫,46.15407908928683,46.38459584501485
145,去,46.38459584501485,46.49484298905868
146,闲聊,46.49484298905868,46.88043083900228
147,sil,46.88043083900228,47.38016096395615
148,二,47.38016096395615,47.587291961856685
149,加,47.587291961856685,47.78105966957009
150,五,47.78105966957009,47.95144161945602
151,得,47.95144161945602,48.13867869415909
152,七,48.13867869415909,48.43601190082276
153,sil,48.43601190082276,49.09415394253899
154,五亿一百万,49.09415394253899,50.06299248110602
155,什么,50.06299248110602,50.36474609708013
156,呀,50.36474609708013,50.60043083900228
157,sil,50.60043083900228,51.230019136696896
158,小王子,51.230019136696896,51.70441593834006
159,重复,51.70441593834006,52.065224773392615
160,问道,52.065224773392615,52.39291098644568
161,sil,52.39291098644568,53.000430839002284
162,一旦,53.000430839002284,53.29827389662384
163,他,53.29827389662384,53.424430839002284
164,提出,53.424430839002284,53.74260329534596
165,了,53.74260329534596,53.83614632665588
166,一,53.83614632665588,53.90296277759154
167,个,53.90296277759154,54.01320992163537
168,问题,54.01320992163537,54.384430839002285
169,sil,54.384430839002285,54.6513070280709
170,是,54.6513070280709,54.79243083900228
171,从来,54.79243083900228,55.33304541227879
172,也,55.33304541227879,55.43327008868228
173,不会,55.43327008868228,55.683831779691
174,放弃,55.683831779691,56.158228581334164
175,的,56.158228581334164,56.331951353766875
176,sil,56.331951353766875,57.13908311168536
177,这,57.13908311168536,57.26937519100989
178,位,57.26937519100989,57.38964480269408
179,实业家,57.38964480269408,57.84399666905655
180,抬,57.84399666905655,58.00843083900228
181,起,58.00843083900228,58.141329875720224
182,头,58.141329875720224,58.35514251871433
183,说,58.35514251871433,58.59902256462948
184,sil,58.59902256462948,59.24843083900228
185,我,59.24843083900228,59.492626142995285
186,住,59.492626142995285,59.65298562524086
187,在,59.65298562524086,59.786618527112175
188,这个,59.786618527112175,59.960341299544886
189,星球,59.960341299544886,60.284401086582825
190,上,60.284401086582825,60.44043083900228
191,sil,60.44043083900228,60.69643083900228
192,五十四,60.69643083900228,61.24989880260308
193,年,61.24989880260308,61.447007332863265
194,以来,61.447007332863265,61.73643083900228
195,sil,61.73643083900228,62.1169555417174
196,只,62.1169555417174,62.25727008868228
197,被,62.25727008868228,62.43433368366178
198,打搅,62.43433368366178,62.70494030995119
199,过,62.70494030995119,62.865299792196765
200,三,62.865299792196765,63.13590641848618
201,次,63.13590641848618,63.34303741638672
202,sil,63.34303741638672,63.99243083900228
203,第,63.99243083900228,64.08507549580226
204,一,64.08507549580226,64.2320716878607
205,次,64.2320716878607,64.4804308390023
206,sil,64.4804308390023,64.70646848950386
207,是,64.70646848950386,64.85346468156231
208,二十二,64.85346468156231,65.29445325773766
209,年,65.29445325773766,65.50492507818498
210,前,65.50492507818498,65.7124308390023
211,sil,65.7124308390023,65.96462614299529
212,不,65.96462614299529,66.08155493213269
213,知,66.08155493213269,66.18846125362974
214,从,66.18846125362974,66.3154125104075
215,哪里,66.3154125104075,66.64043083900229
216,跑,66.64043083900229,66.8644615396645
217,来,66.8644615396645,66.97021372957694
218,了,66.97021372957694,67.07712005107399
219,一,67.07712005107399,67.2107529529453
220,只,67.2107529529453,67.35106749991019
221,金龟子,67.35106749991019,67.84550923683405
222,来,67.84550923683405,67.98582378379893
223,打搅,67.98582378379893,68.29599704906553
224,我,68.29599704906553,68.46637899895146
225,sil,68.46637899895146,69.25147229744543
226,它,69.25147229744543,69.38176437676996
227,发出,69.38176437676996,69.7058241638079
228,一,69.7058241638079,69.80938966275816
229,种,69.80938966275816,69.92843083900229
230,可怕,69.92843083900229,70.30383139968204
231,的,70.30383139968204,70.41073772117909
232,噪音,70.41073772117909,70.80843083900228
233,sil,70.80843083900228,71.27374952501272
234,使,71.27374952501272,71.51762957092787
235,我,71.51762957092787,71.6479216502524
236,在,71.6479216502524,71.77821372957693
237,一,71.77821372957693,71.92855074418216
238,笔,71.92855074418216,72.08891022642774
239,账目,72.08891022642774,72.40962919091889
240,中,72.40962919091889,72.55243083900228
241,出,72.55243083900228,72.74371144559719
242,了,72.74371144559719,72.83057283181354
243,四,72.83057283181354,73.04711319520882
244,个,73.04711319520882,73.15067869415908
245,差错,73.15067869415908,73.55491822231981
246,sil,73.55491822231981,74.12953970036646
247,第二,74.12953970036646,74.51243083900229
248,次,74.51243083900229,74.77765927444234
249,sil,74.77765927444234,75.10171906148028
250,在,75.10171906148028,75.24203360844517
251,十一,75.24203360844517,75.54174990502169
252,年,75.54174990502169,75.72883596764153
253,前,75.72883596764153,75.97643083900229
254,sil,75.97643083900229,76.32350238096888
255,是,76.32350238096888,76.49388433085481
256,风湿病,76.49388433085481,77.09857321182251
257,发作,77.09857321182251,77.46272286942184
258,sil,77.46272286942184,77.98738280689301
259,因为,77.98738280689301,78.29139765865025
260,我,78.29139765865025,78.41500809288122
261,缺乏,78.41500809288122,78.73906787991916
262,锻炼,78.73906787991916,79.11992165025241
263,所,79.11992165025241,79.28696277759155
264,致,79.28696277759155,79.4740488402114
265,sil,79.4740488402114,79.97517222222882
266,我,79.97517222222882,80.19011290695101
267,没有,80.19011290695101,80.41060719503868
268,功夫,80.41060719503868,80.61105654784565
269,闲逛,80.61105654784565,80.95182044761751
270,sil,80.95182044761751,81.46630711982206
271,我,81.46630711982206,81.63000742461443
272,可,81.63000742461443,81.76029950393897
273,是,81.76029950393897,81.88725076071671
274,个,81.88725076071671,82.00752037240089
275,严肃,82.00752037240089,82.31487604670492
276,的,82.31487604670492,82.4106786941591
277,人,82.4106786941591,82.56843083900229
278,sil,82.56843083900229,83.32606407197761
279,现在,83.32606407197761,83.87243083900229
280,sil,83.87243083900229,84.381763996761
281,这,84.381763996761,84.5153968986323
282,是,84.5153968986323,84.6523706230504
283,第三,84.6523706230504,84.99442393423216
284,次,84.99442393423216,85.18819164194556
285,sil,85.18819164194556,85.69643083900229
286,我,85.69643083900229,85.91649095714423
287,计算,85.91649095714423,86.197120051074
288,的,86.197120051074,86.30736719511783
289,结果,86.30736719511783,86.72043083900229
290,sil,86.72043083900229,87.00225828484866
